Year,Year2021Num,TherOrGeneral,PaperLanguage,LanguageOfCORE,OpenAccess,Empirical,AssessmentStructure,DataAvailable,EmbeddedInTherapy,WhichCOREInstruments,FormatOfMeasure,OtherMeasureNames,Countries,AgeGroups,GenderCategories,Author,DOI,URL,ref,shinyID,TitleExcel,OtherMeasureNamesLwr,inclYP,inclOP,cite,Foci
2021,2021,General population,English,Serbian,N,Empirical,Only once,Y,N,CORE-OM;,Paper and pencil;,"Short Dark Triad (SD3),Narcissistic Personality Inventory (NPI),Levenson Self-Report Psychopathy Scale (LSRP),Short Sadistic Impulse Scale (SSIS)",Serbia,Any adults;,Men;Women,"dinić, bojana m.; sadiković, selka; wertag, anja",10.1027/1614-0001/a000331,<a href='https://econtent.hogrefe.com/doi/10.1027/1614-0001/a000331' target='_blank' >https://econtent.hogrefe.com/doi/10.1027/1614-0001/a000331</a>,"Dinić, Bojana M., Sadiković, Selka ... Wertag, Anja (2021) Factor mixture analysis of the dark triad and dark tetrad: Could sadism make a difference?. Journal of Individual Differences 42:42(2):74-83",2021_026,factor mixture analysis of the dark triad and dark tetrad: could sadism make a difference?,"short dark triad (sd3),narcissistic personality inventory (npi),levenson self-report psychopathy scale (lsrp),short sadistic impulse scale (ssis)",N,N,"Dinić, Bojana M., Sadiković, Selka ... Wertag, Anja (2021)",
2021,2021,Treatment,English,English,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Relationship Questionnaire (RQ),Dissociative Experiences Scale-II (DES-II)",UK,NA,Unknown,"dunlop, brendan james; mcfetridge, mark andrew",10.1108/TC-06-2020-0014,<a href='https://www.emerald.com/insight/content/doi/10.1108/TC-06-2020-0014/full/html' target='_blank' >https://www.emerald.com/insight/content/doi/10.1108/TC-06-2020-0014/full/html</a>,"Dunlop, Brendan James & McFetridge, Mark Andrew (2021) Attachment style and clinical outcome within a DBT-informed therapeutic community. Therapeutic Communities: The International Journal of Therapeutic Communities 42:42(1):16-26",2021_027,attachment style and clinical outcome within a dbt-informed therapeutic community,"relationship questionnaire (rq),dissociative experiences scale-ii (des-ii)",NA,NA,"Dunlop, Brendan James & McFetridge, Mark Andrew (2021)",Personality
2021,2021,Treatment,English,Spanish,Y,Empirical,Only once,Y,N,CORE-OM;,Unknown;,NA,Ecuador,NA,Men;Women,"evans, chris; paz, clara; mascialino, guido",10.3389/fpsyg.2021.695893,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.695893/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.695893/full</a>,"Evans, Chris, Paz, Clara ... Mascialino, Guido (2021) “Infeliz” or “Triste”: A paradigm for mixed methods exploration of outcome measures adaptation across language variants. Frontiers in Psychology 12:695893",2021_028,“infeliz” or “triste”: a paradigm for mixed methods exploration of outcome measures adaptation across language variants,NA,NA,NA,"Evans, Chris, Paz, Clara ... Mascialino, Guido (2021)",
2021,2021,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,NA,NA,NA,Not applicable,"evans, chris; sabucedo, pablo; paz, clara",10.1080/09515070.2020.1779661,<a href='https://www.tandfonline.com/doi/full/10.1080/09515070.2020.1779661' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/09515070.2020.1779661</a>,"Evans, Chris, Sabucedo, Pablo ... Paz, Clara (2021) Supporting practice based evidence in the COVID-19 crisis: Three researcher-practitioners’ stories. Counselling Psychology Quarterly 34:34(3-4):568-576",2021_029,supporting practice based evidence in the covid-19 crisis: three researcher-practitioners' stories,NA,NA,NA,"Evans, Chris, Sabucedo, Pablo ... Paz, Clara (2021)",
2021,2021,Treatment,English,Italian,Y,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"State-Trait Anger Expression Inventory (STAXI),Five Facet Mindfulness Questionnaire (FFMQ),Positive Affect Negative Affect Scale (PANAS),Perceived Stress Scale (PPS),Self-compassion Scale (SCS),Multidimensional Assessment of Interoceptive Awareness (MAIA),Warwick-Edinburgh Mental Well-Being Scale (WEMWBS)",Italy,NA,Men;Women,"fazia, teresa; bubbico, francesco; berzuini, giovanni; tezza, laura dalla; cortellini, carolina; bruno, salvatore; bernardinelli, luisa",10.3233/WOR-210510,<a href='https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/WOR-210510' target='_blank' >https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/WOR-210510</a>,"Fazia, Teresa, Bubbico, Francesco ... Bernardinelli, Luisa (2021) Mindfulness meditation training in an occupational setting: Effects of a 12-weeks mindfulness-based intervention on wellbeing. Work 70:70(4):1089-1099",2021_030,mindfulness meditation training in an occupational setting: effects of a 12-weeks mindfulness-based intervention on wellbeing,"state-trait anger expression inventory (staxi),five facet mindfulness questionnaire (ffmq),positive affect negative affect scale (panas),perceived stress scale (pps),self-compassion scale (scs),multidimensional assessment of interoceptive awareness (maia),warwick-edinburgh mental well-being scale (wemwbs)",NA,NA,"Fazia, Teresa, Bubbico, Francesco ... Bernardinelli, Luisa (2021)",
2021,2021,Treatment,English,English,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-10;,Unknown;,Yale Brown Obsessive-Compulsive Scale (Y-BOCS),UK,NA,Men,"gaskell, chris; hague, ben; kellett, stephen",10.1017/S1352465821000205,<a href='https://www.cambridge.org/core/product/identifier/S1352465821000205/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S1352465821000205/type/journal_article</a>,"Gaskell, Chris, Hague, Ben ... Kellett, Stephen (2021) Effectiveness of the unified protocol for treating co-morbid health anxiety and depression: An empirical case study. Behavioural and Cognitive Psychotherapy 49:49(6):673-683",2021_031,effectiveness of the unified protocol for treating co-morbid health anxiety and depression: an empirical case study,yale brown obsessive-compulsive scale (y-bocs),NA,NA,"Gaskell, Chris, Hague, Ben ... Kellett, Stephen (2021)",Anxiety; Depression; 
2021,2021,Treatment,English,Finnish,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,Y,CORE-OM;,Unknown;,"Beck Depression Inventory (BDI),Strengths and Difficulties Questionnaire (SDQ),Questionnaire on Control Expectancies in Psychotherapy (TBK)",Finland,Adolescents;,Men;Women,"gergov, vera; lindberg, nina; lahti, jari; lipsanen, jari; marttunen, mauri",10.3389/fpsyg.2021.628977,<a href='https://www.frontiersin.org/articles/10.3389/fpsyg.2021.628977/full' target='_blank' >https://www.frontiersin.org/articles/10.3389/fpsyg.2021.628977/full</a>,"Gergov, Vera, Lindberg, Nina ... Marttunen, Mauri (2021) Effectiveness and predictors of outcome for psychotherapeutic interventions in clinical settings among adolescents. Frontiers in Psychology 12:628977",2021_032,effectiveness and predictors of outcome for psychotherapeutic interventions in clinical settings among adolescents,"beck depression inventory (bdi),strengths and difficulties questionnaire (sdq),questionnaire on control expectancies in psychotherapy (tbk)",Y,N,"Gergov, Vera, Lindberg, Nina ... Marttunen, Mauri (2021)",Anxiety
2021,2021,Treatment,English,Finnish,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-OM;,Unknown;,"Beck Depression Inventory (BDI),Working Alliance Inventory (WAI)",Finland,Adolescents;,Men;Women,"gergov, vera; marttunen, mauri; lindberg, nina; lipsanen, jari; lahti, jari",10.3390/ijerph182111238,<a href='https://www.mdpi.com/1660-4601/18/21/11238' target='_blank' >https://www.mdpi.com/1660-4601/18/21/11238</a>,"Gergov, Vera, Marttunen, Mauri ... Lahti, Jari (2021) Therapeutic alliance: A comparison study between adolescent patients and their therapists. International Journal of Environmental Research and Public Health 18:18(21):11238",2021_033,therapeutic alliance: a comparison study between adolescent patients and their therapists,"beck depression inventory (bdi),working alliance inventory (wai)",Y,N,"Gergov, Vera, Marttunen, Mauri ... Lahti, Jari (2021)",
2021,2021,Treatment,English,English,N,Empirical,Pre-post,N,N,LD-CORE;,Unknown;,"Social Comparisons Scale (SCS),Self-Compassion Scale-Short Form (SCF-SF)",UK,NA,Men;Women,"goad, elisabeth jane; parker, kayleigh",10.1177/1744629520925953,<a href='http://journals.sagepub.com/doi/10.1177/1744629520925953' target='_blank' >http://journals.sagepub.com/doi/10.1177/1744629520925953</a>,"Goad, Elisabeth Jane & Parker, Kayleigh (2021) Compassion-focused therapy groups for people with intellectual disabilities: An extended pilot study. Journal of Intellectual Disabilities 25:25(4):661-679",2021_034,compassion-focused therapy groups for people with intellectual disabilities: an extended pilot study,"social comparisons scale (scs),self-compassion scale-short form (scf-sf)",NA,NA,"Goad, Elisabeth Jane & Parker, Kayleigh (2021)",
2021,2021,Treatment,English,English,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,Difficulties in Emotion Regulation Scale-18 (DERS-18),UK,NA,Women,"greaves, adele e.; mckenzie, hannah; o’brien, rachel; roberts, anna; alexander, kate",10.1017/S1352465820000673,<a href='https://www.cambridge.org/core/product/identifier/S1352465820000673/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S1352465820000673/type/journal_article</a>,"Greaves, Adele E., McKenzie, Hannah ... Alexander, Kate (2021) The impact of including babies on the effectiveness of dialectical behaviour therapy skills groups in a community perinatal service. Behavioural and Cognitive Psychotherapy 49:49(2):172-184",2021_035,the impact of including babies on the effectiveness of dialectical behaviour therapy skills groups in a community perinatal service,difficulties in emotion regulation scale-18 (ders-18),NA,NA,"Greaves, Adele E., McKenzie, Hannah ... Alexander, Kate (2021)",
2023,2021,Treatment,English,NA,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Pittsburgh Sleep Quality Index (PSQI),Insomnia Severity Index (ISI),Modified Fatigue Impact Scale (MFIS)",Croatia,NA,Men;Women,"grubić kezele, tanja; trope, zrinka; ahel, valentina; ružić, natali; omrčen, hrvoje; đudarić, luka; fužinac-smojver, ariana",10.1017/BrImp.2021.17,<a href='https://www.cambridge.org/core/product/identifier/S1443964621000176/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S1443964621000176/type/journal_article</a>,"Grubić Kezele, Tanja, Trope, Zrinka ... Fužinac-Smojver, Ariana (2023) Upper-lower limb and breathing exercise program for improving sleep quality and psychological status in multiple sclerosis: A pilot randomized controlled trial. Brain Impairment 24:24(1):86-102",2021_036,upper-lower limb and breathing exercise program for improving sleep quality and psychological status in multiple sclerosis: a pilot randomized controlled trial,"pittsburgh sleep quality index (psqi),insomnia severity index (isi),modified fatigue impact scale (mfis)",NA,NA,"Grubić Kezele, Tanja, Trope, Zrinka ... Fužinac-Smojver, Ariana (2023)",
2021,2021,Treatment,English,English,N,Empirical,Not fixed/very variable number of times,N,N,CORE-OM;,Paper and pencil;,"State-Trait Anxiety Inventory (STAI),Edinburgh Postnatal Depression Scale (EPDS),Short-form Health Survey-36 (SF-36),Experiences of Therapy Questionnaire (ETQ)",UK,NA,Women,"hamilton, jane; saxon, david; best, elizabeth; glover, vivette; walters, stephen j.; kerr, ian b.",10.1002/cpp.2520,<a href='https://onlinelibrary.wiley.com/doi/10.1002/cpp.2520' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/cpp.2520</a>,"Hamilton, Jane, Saxon, David ... Kerr, Ian B. (2021) A randomized, controlled pilot study of cognitive analytic therapy for stressed pregnant women with underlying anxiety and depression in a routine health service setting. Clinical Psychology & Psychotherapy 28:28(2):394-408",2021_037,"a randomized, controlled pilot study of cognitive analytic therapy for stressed pregnant women with underlying anxiety and depression in a routine health service setting","state-trait anxiety inventory (stai),edinburgh postnatal depression scale (epds),short-form health survey-36 (sf-36),experiences of therapy questionnaire (etq)",NA,NA,"Hamilton, Jane, Saxon, David ... Kerr, Ian B. (2021)",Anxiety; Depression; 
2021,2021,General population,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,NA,NA,NA,Not applicable,"henning, ellen; germann, julie n.; holder, nicholas; nakonezny, paul; loftin, sara; redondo-doan, bridget; jones, lisa; petty, laurie ames; pratt, chelsea; garza-saenz, monica; isaacs, thomas; liu, kevin; winick, naomi",10.1037/cpp0000416,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/cpp0000416' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/cpp0000416</a>,"Henning, Ellen, Germann, Julie N. ... Winick, Naomi (2021) The impact of family bereavement interventions: Qualitative feedback identifies needs. Clinical Practice in Pediatric Psychology 9:9(3):283-295",2021_038,the impact of family bereavement interventions: qualitative feedback identifies needs,NA,NA,NA,"Henning, Ellen, Germann, Julie N. ... Winick, Naomi (2021)",
2022,2021,General population,English,Spanish,Y,Empirical,Only once,Y,N,CORE-OM;,Electronic/automated instruments;Paper and pencil;,Internet Addiction Test (IAT),Spain,NA,Men;Women,"herruzo, carlos; raya trenas, antonio f.; ruiz‐olivares, rosario; lucena, valentina; herruzo cabrera, javier; pino, maría j.",10.1002/jcop.22746,<a href='https://onlinelibrary.wiley.com/doi/10.1002/jcop.22746' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/jcop.22746</a>,"Herruzo, Carlos, Raya Trenas, Antonio F. ... Pino, María J. (2022) Subjective well‐being and vulnerability related to problematic internet use among university students with and without disabilities: A comparative study. Journal of Community Psychology 50:50(3):1668-1680",2021_039,subjective well-being and vulnerability related to problematic internet use among university students with and without disabilities: a comparative study,internet addiction test (iat),NA,NA,"Herruzo, Carlos, Raya Trenas, Antonio F. ... Pino, María J. (2022)",
2021,2021,General population,English,NA,Y,Empirical,Only once,Y,N,CORE-10;,Electronic/automated instruments;,"Perceived Stress Scale (PSS),Life Satisfaction Scale (LSS)",Ecuador,NA,Men;Women;Other,"hidalgo-andrade, paula; hermosa-bosano, carlos; paz, clara",10.2147/PRBM.S314844,<a href='https://www.dovepress.com/teachers-mental-health-and-self-reported-coping-strategies-during-the--peer-reviewed-fulltext-article-PRBM' target='_blank' >https://www.dovepress.com/teachers-mental-health-and-self-reported-coping-strategies-during-the--peer-reviewed-fulltext-article-PRBM</a>,"Hidalgo-Andrade, Paula, Hermosa-Bosano, Carlos ... Paz, Clara (2021) Teachers’ mental health and self-reported coping strategies during the COVID-19 pandemic in Ecuador: A mixed-methods study. Psychology Research and Behavior Management Volume 14:933-944",2021_040,teachers' mental health and self-reported coping strategies during the covid-19 pandemic in ecuador: a mixed-methods study,"perceived stress scale (pss),life satisfaction scale (lss)",NA,NA,"Hidalgo-Andrade, Paula, Hermosa-Bosano, Carlos ... Paz, Clara (2021)",
2021,2021,General population,English,NA,Y,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,"Warwick-Edinburgh Mental Well-Being Scale (WEMWBS),Scale of General Well‐Being (14‐SGWB),Authenticity scale (AS),Personal Questionnaire (PQ)",NA,NA,Not applicable,"holland, jennifer; murphy, david; joseph, stephen",10.1002/jclp.23166,<a href='https://onlinelibrary.wiley.com/doi/10.1002/jclp.23166' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/jclp.23166</a>,"Holland, Jennifer, Murphy, David ... Joseph, Stephen (2021) Assessment of well‐being in the clinic: Using the state version of the short Scale of General Well‐Being as a clinical outcome measure. Journal of Clinical Psychology 77:77(7):1629-1643",2021_041,assessment of well-being in the clinic: using the state version of the short scale of general well-being as a clinical outcome measure,"warwick-edinburgh mental well-being scale (wemwbs),scale of general well‐being (14‐sgwb),authenticity scale (as),personal questionnaire (pq)",NA,NA,"Holland, Jennifer, Murphy, David ... Joseph, Stephen (2021)",
2021,2021,Treatment,English,English,Y,Empirical,Only once,Y,N,CORE-OM;,As an interview/Interview-assisted;,"International Trauma Questionnaire (ITQ),Post-Migration Living Difficulties Checklist (PMLDC)",UK,Any adults;,Men;Women,"jowett, sally; argyriou, angeliki; scherrer, odile; karatzias, thanos; katona, cornelius",10.1192/bjo.2021.1007,<a href='https://www.cambridge.org/core/product/identifier/S2056472421010073/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S2056472421010073/type/journal_article</a>,"Jowett, Sally, Argyriou, Angeliki ... Katona, Cornelius (2021) Complex post-traumatic stress disorder in asylum seekers and victims of trafficking: Treatment considerations. BJPsych Open 7:7(6):e181",2021_042,complex post-traumatic stress disorder in asylum seekers and victims of trafficking: treatment considerations,"international trauma questionnaire (itq),post-migration living difficulties checklist (pmldc)",NA,NA,"Jowett, Sally, Argyriou, Angeliki ... Katona, Cornelius (2021)",Trauma/abuse
2023,2021,General population,English,English,Y,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-10;,Electronic/automated instruments;,"Attitudes towards COVID-19 (ACT-19),Flourishing (PERMA-Profiler),Generalized Anxienty Disorder (GAD-7),Personal Well-Being (ONS-4)",UK,NA,Men;Women,"kannangara, chathurika; allen, rosie; vyas, mahimna; carson, jerome",10.1080/00071005.2021.2009763,<a href='https://www.tandfonline.com/doi/full/10.1080/00071005.2021.2009763' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/00071005.2021.2009763</a>,"Kannangara, Chathurika, Allen, Rosie ... Carson, Jerome (2023) Every cloud has a silver lining: Short-term psychological effects of covid-19 on British university students. British Journal of Educational Studies 71:71(1):29-50",2021_043,every cloud has a silver lining: short-term psychological effects of covid-19 on british university students,"attitudes towards covid-19 (act-19),flourishing (perma-profiler),generalized anxienty disorder (gad-7),personal well-being (ons-4)",NA,NA,"Kannangara, Chathurika, Allen, Rosie ... Carson, Jerome (2023)",
2021,2021,General population,English,Finnish,Y,Empirical,Pre-post,Y,N,CORE-GP;,Unknown;,"Work-Related Acceptance and Action Questionnaire (WAAQ),Perceived Stress Scale (PSS)",Finland,NA,Men;Women,"katajavuori, nina; vehkalahti, kimmo; asikainen, henna",10.1007/s12144-021-01837-x,<a href='https://link.springer.com/10.1007/s12144-021-01837-x' target='_blank' >https://link.springer.com/10.1007/s12144-021-01837-x</a>,"Katajavuori, Nina, Vehkalahti, Kimmo ... Asikainen, Henna (2021) Promoting university students’ well-being and studying with an acceptance and commitment therapy (ACT)-based intervention. Current Psychology 42:42(2023):4900-4912",2021_044,promoting university students' well-being and studying with an acceptance and commitment therapy (act)-based intervention,"work-related acceptance and action questionnaire (waaq),perceived stress scale (pss)",NA,NA,"Katajavuori, Nina, Vehkalahti, Kimmo ... Asikainen, Henna (2021)",
2021,2021,Treatment,English,English,Y,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Generalized Anxienty Disorder (GAD-7),Patient Health Questionnaire (PHQ-9),Work and Social Adjustment Scale (WSAS)",UK,NA,Men;Women,"kavanagh, michael; brouwer, katharine; lawrence, pete",10.1016/j.jadr.2021.100244,<a href='https://linkinghub.elsevier.com/retrieve/pii/S2666915321001700' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S2666915321001700</a>,"Kavanagh, Michael, Brouwer, Katharine ... Lawrence, Pete (2021) Comparing the effectiveness of an 8-week and 12-week cognitive behavioural therapy group for bipolar affective disorder. Journal of Affective Disorders Reports 6:100244",2021_045,comparing the effectiveness of an 8-week and 12-week cognitive behavioural therapy group for bipolar affective disorder,"generalized anxienty disorder (gad-7),patient health questionnaire (phq-9),work and social adjustment scale (wsas)",NA,NA,"Kavanagh, Michael, Brouwer, Katharine ... Lawrence, Pete (2021)",Bipolar; 
2022,2021,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;,Unknown;,NA,UK,NA,Women,"kotterbova, eva; lad, sunil",10.1080/14789949.2021.1884737,<a href='https://www.tandfonline.com/doi/full/10.1080/14789949.2021.1884737' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/14789949.2021.1884737</a>,"Kotterbova, Eva & Lad, Sunil (2022) Predictors of engagement in female offenders accessing mental health treatment requirements. The Journal of Forensic Psychiatry & Psychology 33:33(1):53-67",2021_046,predictors of engagement in female offenders accessing mental health treatment requirements,NA,NA,NA,"Kotterbova, Eva & Lad, Sunil (2022)",Anxiety; Depression; Personality
2022,2021,Treatment,English,English,N,Empirical,Pre-post,Y,N,LD-CORE;,Unknown;,"Rosenberg Self- Steem Scale (RSES),Visual Stress Measure (VSM)",Ireland,Emerging/Young adults;,Men;Women,"lake, sam; machale, rosemary",10.1111/bld.12435,<a href='https://onlinelibrary.wiley.com/doi/10.1111/bld.12435' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/bld.12435</a>,"Lake, Sam & MacHale, Rosemary (2022) ""Mindfulness Matters”: A pilot study of a Mindfulness‐Based Stress Reduction group for adults with intellectual disabilities. British Journal of Learning Disabilities 50:50(3):412-421",2021_047,“mindfulness matters”: a pilot study of a mindfulness- based stress reduction group for adults with intellectual disabilities,"rosenberg self- steem scale (rses),visual stress measure (vsm)",N,N,"Lake, Sam & MacHale, Rosemary (2022)",
2021,2021,Treatment,English,NA,Y,Empirical but did not use CORE,Not applicable,NA,NA,CORE-10;,NA,Difficulties in Emotion Regulation Scale-16 (DERS‐16),NA,NA,Not applicable,"lawlor, caroline; vitoratou, silia; hepworth, claire; jolley, suzanne",10.1002/jclp.23164,<a href='https://onlinelibrary.wiley.com/doi/10.1002/jclp.23164' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/jclp.23164</a>,"Lawlor, Caroline, Vitoratou, Silia ... Jolley, Suzanne (2021) Self‐reported emotion regulation difficulties in psychosis: Psychometric properties of the Difficulties in Emotion Regulation Scale (DERS‐16). Journal of Clinical Psychology 77:77(10):2323-2340",2021_048,self-reported emotion regulation difficulties in psychosis: psychometric properties of the difficulties in emotion regulation scale (ders-16),difficulties in emotion regulation scale-16 (ders‐16),NA,NA,"Lawlor, Caroline, Vitoratou, Silia ... Jolley, Suzanne (2021)",
2022,2021,Treatment,English,Chinese,N,Empirical,Session-by-session,N,N,CORE-10;,Unknown;,Working Alliance Inventory-Short Revised (WAI-SR),China,NA,Men;Women,"li, xu",10.1037/cou0000599,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/cou0000599' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/cou0000599</a>,"Li, Xu (2022) The “dyadic dance”: Exploring therapist–client dynamics and client symptom change using actor–partner interdependence modeling and multilevel mixture modeling. Journal of Counseling Psychology 69:69(4):474-489",2021_049,the “dyadic dance”: exploring therapist-client dynamics and client symptom change using actor-partner interdependence modeling and multilevel mixture modeling,working alliance inventory-short revised (wai-sr),NA,NA,"Li, Xu (2022)",
2022,2021,Treatment,English,Chinese,N,Empirical,Session-by-session,N,N,CORE-10;,Unknown;,"Counselor Activity Self-Efficacy Scales (CASES),Working Alliance Inventory-Short Revised (WAI-SR),Session Evaluation Scale (SES)",China,NA,Men;Women,"li, xu; li, feihan; lin, chaihua; chen, shitao; han, yuge",10.1037/cou0000595,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/cou0000595' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/cou0000595</a>,"Li, Xu, Li, Feihan ... Han, Yuge (2022) The “roller coaster ride”: A longitudinal investigation of the dynamic relationship between Chinese counseling trainees’ self-efficacy and their clients’ outcome and the mediating effects of working alliance and session evaluation. Journal of Counseling Psychology 69:69(4):490-505",2021_050,the “roller coaster ride”: a longitudinal investigation of the dynamic relationship between chinese counseling trainees' self-efficacy and their clients' outcome and the mediating effects of working alliance and session evaluation,"counselor activity self-efficacy scales (cases),working alliance inventory-short revised (wai-sr),session evaluation scale (ses)",NA,NA,"Li, Xu, Li, Feihan ... Han, Yuge (2022)",
2021,2021,Treatment,English,NA,Y,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,NA,UK,NA,Men;Women,"lovell, k; bee, pe; richards, da; kendal, s",10.1191/1463423606pc290oa,,"Lovell, K, Bee, PE ... Kendal, S (2021) Self-help for common mental health problems: Evaluating service provision in an urban primary care setting. NA 7:7(3):211-220",2021_051,self-help for common mental health problems: evaluating service provision in an urban primary care setting,NA,Y,NA,"Lovell, K, Bee, PE ... Kendal, S (2021)",Any disorder
2021,2021,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,"Kiddie-Schedule for Affective Disorders & Schizophrenia (K-SADS-PL,SCIID-IV),Parenting Questionnaire (PQ),Kessler-10 (K10),Strengths and Difficulties Questionnaire (SDQ),Adverse Childhood Experience (ACE),Adverse Childhood Experience-Revised (R-ACE),Posttraumatic Stress Disorder Reaction Index (PTSD-RI),Hopkins Symptoms Checklist (HSC),Spence Children's Anxiety Scale (SCAS),Dementia Severity Rating Scale (DSRS)",NA,NA,Not applicable,"mares, sarah",10.1007/s00787-020-01629-x,<a href='https://link.springer.com/10.1007/s00787-020-01629-x' target='_blank' >https://link.springer.com/10.1007/s00787-020-01629-x</a>,"Mares, Sarah (2021) Mental health consequences of detaining children and families who seek asylum: A scoping review. European Child & Adolescent Psychiatry 30:30(10):1615-1639",2021_052,mental health consequences of detaining children and families who seek asylum: a scoping review,"kiddie-schedule for affective disorders & schizophrenia (k-sads-pl,sciid-iv),parenting questionnaire (pq),kessler-10 (k10),strengths and difficulties questionnaire (sdq),adverse childhood experience (ace),adverse childhood experience-revised (r-ace),posttraumatic stress disorder reaction index (ptsd-ri),hopkins symptoms checklist (hsc),spence children's anxiety scale (scas),dementia severity rating scale (dsrs)",NA,NA,"Mares, Sarah (2021)",
2021,2021,Treatment,English,Czech,Y,Empirical,Pre-post,N,N,CORE-OM;,Paper and pencil;,"Outcome Rating Scale (ORS),Rosenberg Self-Esteem Scale (RSES),Symptom Checklist-90 (SCL-90)",Czech Republic,NA,Men;Women,"masarykova univerzita, czech republic; seryjová juhová, dana; řiháček, tomáš; cígler, hynek; dubovská, eva; saic, martin; černý, martin; dufek, jan; miller, scott d.",10.51561/cspsych.65.4.353,<a href='https://ceskoslovenskapsychologie.cz/index.php/csps/article/view/145' target='_blank' >https://ceskoslovenskapsychologie.cz/index.php/csps/article/view/145</a>,"Masarykova univerzita, Czech Republic, Seryjová Juhová, Dana ... Miller, Scott D. (2021) Czech version of the outcome rating scale: Selected psychometric properties. Ceskoslovenska psychologie 65:65(4):353-368",2021_053,czech version of the outcome rating scale: selected psychometric properties,"outcome rating scale (ors),rosenberg self-esteem scale (rses),symptom checklist-90 (scl-90)",NA,NA,"Masarykova univerzita, Czech Republic, Seryjová Juhová, Dana ... Miller, Scott D. (2021)",
2021,2021,General population,English,Czech,N,Empirical,Only once,Y,N,CORE-OM;CORE-GP;,Unknown;,NA,Czech Republic,Any adults;,Men;Women,"masarykova univerzita; klocek, adam; řiháček, tomáš; cígler, hynek",10.51561/cspsych.65.2.163,<a href='https://ceskoslovenskapsychologie.cz/index.php/csps/article/view/72' target='_blank' >https://ceskoslovenskapsychologie.cz/index.php/csps/article/view/72</a>,"Masarykova univerzita, Klocek, Adam ... Cígler, Hynek (2021) Psychometric evaluation of the Clinical Outcome in Routine Evaluation – General Population: Czech version. Ceskoslovenska psychologie 65:65(2):163-177",2021_054,psychometric evaluation of the clinical outcome in routine evaluation-general population: czech version,NA,N,N,"Masarykova univerzita, Klocek, Adam ... Cígler, Hynek (2021)",
2021,2021,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,Patient Health Questionnaire-4 (PHQ-4),NA,NA,Not applicable,"matthey, stephen; robinson, joanne; della vedova, anna maria",10.1080/02646838.2021.2000592,<a href='https://www.tandfonline.com/doi/full/10.1080/02646838.2021.2000592' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/02646838.2021.2000592</a>,"Matthey, Stephen, Robinson, Joanne ... Della Vedova, Anna Maria (2021) Women’s interpretation, understanding and attribution of the anhedonia question in the PHQ-4 and modified-Whooley questions in the antenatal period. Journal of Reproductive and Infant Psychology 41:41(3):330-345",2021_055,"women's interpretation, understanding and attribution of the anhedonia question in the phq-4 and modified-whooley questions in the antenatal period",patient health questionnaire-4 (phq-4),NA,NA,"Matthey, Stephen, Robinson, Joanne ... Della Vedova, Anna Maria (2021)",
